OPENSFM_TRACKS_VERSION_v1
DJI_0034.JPG	344	1057	-0.307074	-0.218852	0.00967138	32	45	27
DJI_0034.JPG	0	1160	-0.154506	-0.0795444	0.0117338	216	206	207
DJI_0034.JPG	340	487	-0.176208	-0.0290437	0.00581026	175	171	172
DJI_0034.JPG	341	299	0.420466	0.0250095	0.00513435	194	182	182
DJI_0034.JPG	342	1190	-0.285314	0.0261551	0.0125642	32	45	38
DJI_0034.JPG	343	1102	0.469204	0.109563	0.0104136	153	138	143
DJI_0034.JPG	349	631	0.0414297	0.0277849	0.0062833	34	49	26
DJI_0034.JPG	719	1111	-0.166824	0.0430767	0.0104954	182	176	176
DJI_0034.JPG	718	1091	0.449563	-0.199276	0.0101516	198	185	177
DJI_0034.JPG	717	359	0.291152	0.0517647	0.00525837	34	40	36
DJI_0034.JPG	716	19	-0.326939	0.0259925	0.00455066	124	139	58
DJI_0034.JPG	714	1069	-0.443709	-0.185486	0.00980526	28	36	57
DJI_0034.JPG	713	807	0.449141	-0.115766	0.00727334	175	160	163
DJI_0034.JPG	712	420	0.443545	0.0845526	0.00544368	179	168	176
DJI_0034.JPG	711	862	0.351207	-0.0248289	0.00772903	124	146	74
DJI_0034.JPG	594	1344	0.251334	-0.0947953	0.0239298	141	123	103
DJI_0034.JPG	619	230	-0.0985141	0.00359243	0.00498523	123	140	72
DJI_0034.JPG	298	484	-0.0645626	-0.0542319	0.00579774	178	172	176
DJI_0034.JPG	299	1394	-0.399516	-0.0944227	0.0641784	179	173	175
DJI_0034.JPG	297	791	-0.317508	0.115415	0.0070999	168	168	132
DJI_0034.JPG	294	642	-0.300861	0.0945179	0.00630989	109	132	52
DJI_0034.JPG	292	1173	-0.122084	0.00559958	0.0120201	93	121	47
DJI_0034.JPG	293	208	-0.397966	0.193993	0.00495536	182	169	150
DJI_0034.JPG	290	327	0.213604	-0.245993	0.00519826	107	113	75
DJI_0034.JPG	591	307	0.144172	0.0333019	0.00515817	168	166	169
DJI_0034.JPG	590	239	0.213884	0.110495	0.00501135	36	42	42
DJI_0034.JPG	592	1143	0.144498	-0.00513226	0.0112342	58	67	96
DJI_0034.JPG	199	219	-0.466273	0.149692	0.00497414	154	152	155
DJI_0034.JPG	198	865	-0.0400545	-0.0628515	0.00773448	177	171	171
DJI_0034.JPG	597	197	-0.2876	0.154052	0.00493208	40	46	72
DJI_0034.JPG	596	656	0.107451	0.14881	0.00633059	150	144	144
DJI_0034.JPG	195	1036	0.434003	0.132967	0.00946235	84	81	108
DJI_0034.JPG	598	297	0.267163	0.0515084	0.00513381	192	185	192
